Time [ms],Date,Time,Rel.Time [s],Infinity|RESP.RR [BREATHS_PER_MIN],Infinity|ECG.PVC_RATE [BEATS_PER_MIN],Infinity|ECG.ST_LEAD_DERIVED_V5 [MM],Infinity|ECG.ST_LEAD_DERIVED_V2 [MM],Infinity|ECG.HR [BEATS_PER_MIN],Infinity|ECG.PP [PERCENT],Infinity|ECG.ARR [BEATS_PER_MIN],Infinity|NIBP.SYSTOLIC [MMHG],Infinity|NIBP.MEAN [MMHG],Infinity|NIBP.DIASTOLIC [MMHG],Infinity|SPO2.Pr [BEATS_PER_MIN],Infinity|SPO2.SATURATION [PERCENT]
1642298281713,2022-01-16,02:58:01.713,11129,54.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298282697,2022-01-16,02:58:02.697,11130,61.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298283697,2022-01-16,02:58:03.697,11131,56.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298284712,2022-01-16,02:58:04.712,11132,52.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298285696,2022-01-16,02:58:05.696,11133,66.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298286696,2022-01-16,02:58:06.696,11134,78.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298287696,2022-01-16,02:58:07.696,11135,87.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298288695,2022-01-16,02:58:08.695,11136,86.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298289695,2022-01-16,02:58:09.695,11137,99.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298290695,2022-01-16,02:58:10.695,11138,99.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298291695,2022-01-16,02:58:11.695,11139,99.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298292695,2022-01-16,02:58:12.695,11140,99.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,187.0000,99.0000
1642298293679,2022-01-16,02:58:13.679,11141,99.0000,,,,,,,,,,,
1642298293694,2022-01-16,02:58:13.694,11141,,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298294694,2022-01-16,02:58:14.694,11142,78.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298295694,2022-01-16,02:58:15.694,11143,62.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298296709,2022-01-16,02:58:16.709,11144,59.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298297693,2022-01-16,02:58:17.693,11145,59.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298298693,2022-01-16,02:58:18.693,11146,59.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,99.0000
1642298299724,2022-01-16,02:58:19.724,11147,49.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298300693,2022-01-16,02:58:20.693,11148,51.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298301708,2022-01-16,02:58:21.708,11149,46.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298302723,2022-01-16,02:58:22.723,11150,53.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298303692,2022-01-16,02:58:23.692,11151,53.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,100.0000
1642298304707,2022-01-16,02:58:24.707,11152,54.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,196.0000,100.0000
1642298305723,2022-01-16,02:58:25.723,11153,57.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,196.0000,100.0000
1642298306691,2022-01-16,02:58:26.691,11154,50.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,1.0000,1.0000,1.0000,196.0000,100.0000
1642298307707,2022-01-16,02:58:27.707,11155,57.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,1.0000,1.0000,1.0000,196.0000,100.0000
1642298308722,2022-01-16,02:58:28.722,11156,57.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,100.0000
1642298309691,2022-01-16,02:58:29.691,11157,50.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,100.0000
1642298310690,2022-01-16,02:58:30.690,11158,51.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,100.0000
1642298311690,2022-01-16,02:58:31.690,11159,55.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,100.0000
1642298312690,2022-01-16,02:58:32.690,11160,66.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,100.0000
1642298313690,2022-01-16,02:58:33.690,11161,66.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298314689,2022-01-16,02:58:34.689,11162,66.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298315689,2022-01-16,02:58:35.689,11163,68.0000,1.0000,0.1000,0.1000,198.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298316689,2022-01-16,02:58:36.689,11164,68.0000,1.0000,0.1000,0.1000,198.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298317689,2022-01-16,02:58:37.689,11165,90.0000,1.0000,0.1000,0.1000,192.0000,1.0000,1.0000,1.0000,1.0000,1.0000,195.0000,99.0000
1642298318688,2022-01-16,02:58:38.688,11166,69.0000,1.0000,0.1000,0.1000,192.0000,1.0000,1.0000,1.0000,1.0000,1.0000,198.0000,99.0000
1642298319704,2022-01-16,02:58:39.704,11167,63.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,198.0000,99.0000
1642298320688,2022-01-16,02:58:40.688,11168,63.0000,1.0000,0.1000,0.1000,194.0000,1.0000,1.0000,1.0000,1.0000,1.0000,198.0000,99.0000
1642298321688,2022-01-16,02:58:41.688,11169,71.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,198.0000,99.0000
1642298322687,2022-01-16,02:58:42.687,11170,69.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,198.0000,99.0000
1642298323703,2022-01-16,02:58:43.703,11171,80.0000,1.0000,0.1000,0.1000,202.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,99.0000
1642298324687,2022-01-16,02:58:44.687,11172,80.0000,1.0000,0.1000,0.1000,202.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,99.0000
1642298325687,2022-01-16,02:58:45.687,11173,64.0000,1.0000,0.1000,0.1000,203.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,99.0000
1642298326702,2022-01-16,02:58:46.702,11174,64.0000,1.0000,0.1000,0.1000,203.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,99.0000
1642298327686,2022-01-16,02:58:47.686,11175,53.0000,1.0000,0.1000,0.1000,204.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,99.0000
1642298328686,2022-01-16,02:58:48.686,11176,68.0000,1.0000,0.1000,0.1000,204.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642298329701,2022-01-16,02:58:49.701,11177,103.0000,1.0000,0.1000,0.1000,204.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,
1642298329717,2022-01-16,02:58:49.717,11177,,,,,,,,,,,,99.0000
1642298330686,2022-01-16,02:58:50.686,11178,87.0000,1.0000,0.1000,0.1000,204.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642298331701,2022-01-16,02:58:51.701,11179,82.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642298332716,2022-01-16,02:58:52.716,11180,82.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642298333685,2022-01-16,02:58:53.685,11181,82.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,
1642298333701,2022-01-16,02:58:53.701,11181,,,,,,,,,,,,99.0000
1642298334700,2022-01-16,02:58:54.700,11182,82.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,99.0000
1642298335716,2022-01-16,02:58:55.716,11183,79.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,99.0000
1642298336700,2022-01-16,02:58:56.700,11184,79.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,99.0000
1642298337700,2022-01-16,02:58:57.700,11185,58.0000,1.0000,0.1000,0.1000,195.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,99.0000
1642298338684,2022-01-16,02:58:58.684,11186,58.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,99.0000
1642298339699,2022-01-16,02:58:59.699,11187,52.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,99.0000
1642298340699,2022-01-16,02:59:00.699,11188,52.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,99.0000
1642298341699,2022-01-16,02:59:01.699,11189,45.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,99.0000
1642298342698,2022-01-16,02:59:02.698,11190,57.0000,1.0000,0.1000,0.1000,184.0000,1.0000,1.0000,1.0000,1.0000,1.0000,194.0000,99.0000
1642298343698,2022-01-16,02:59:03.698,11191,70.0000,1.0000,0.1000,0.1000,184.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,99.0000
1642298344698,2022-01-16,02:59:04.698,11192,70.0000,1.0000,0.1000,0.1000,181.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,99.0000
1642298345698,2022-01-16,02:59:05.698,11193,49.0000,1.0000,0.1000,0.1000,181.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,99.0000
1642298346697,2022-01-16,02:59:06.697,11194,63.0000,1.0000,0.1000,0.1000,178.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,99.0000
1642298347713,2022-01-16,02:59:07.713,11195,63.0000,1.0000,0.1000,0.1000,178.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,99.0000
1642298348697,2022-01-16,02:59:08.697,11196,63.0000,1.0000,0.1000,0.1000,175.0000,1.0000,1.0000,1.0000,1.0000,1.0000,182.0000,99.0000
1642298349697,2022-01-16,02:59:09.697,11197,45.0000,1.0000,0.1000,0.1000,175.0000,1.0000,1.0000,,,,,
1642298349712,2022-01-16,02:59:09.712,11197,,,,,,,,1.0000,1.0000,1.0000,182.0000,99.0000
1642298350712,2022-01-16,02:59:10.712,11198,60.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,182.0000,99.0000
1642298351696,2022-01-16,02:59:11.696,11199,60.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,182.0000,99.0000
1642298352696,2022-01-16,02:59:12.696,11200,60.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,182.0000,99.0000
1642298353711,2022-01-16,02:59:13.711,11201,60.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,99.0000
1642298354696,2022-01-16,02:59:14.696,11202,60.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,99.0000
1642298355695,2022-01-16,02:59:15.695,11203,54.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,99.0000
1642298356711,2022-01-16,02:59:16.711,11204,45.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,99.0000
1642298357695,2022-01-16,02:59:17.695,11205,45.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,99.0000
1642298358695,2022-01-16,02:59:18.695,11206,45.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298359710,2022-01-16,02:59:19.710,11207,49.0000,1.0000,0.1000,0.1000,148.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298360694,2022-01-16,02:59:20.694,11208,49.0000,1.0000,0.1000,0.1000,148.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298361694,2022-01-16,02:59:21.694,11209,36.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298362694,2022-01-16,02:59:22.694,11210,36.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298363693,2022-01-16,02:59:23.693,11211,30.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,159.0000,99.0000
1642298364693,2022-01-16,02:59:24.693,11212,30.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,98.0000
1642298365693,2022-01-16,02:59:25.693,11213,30.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,98.0000
1642298366693,2022-01-16,02:59:26.693,11214,30.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,98.0000
1642298367693,2022-01-16,02:59:27.693,11215,30.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,98.0000
1642298368692,2022-01-16,02:59:28.692,11216,30.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298369692,2022-01-16,02:59:29.692,11217,30.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298370692,2022-01-16,02:59:30.692,11218,30.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298371692,2022-01-16,02:59:31.692,11219,26.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298372707,2022-01-16,02:59:32.707,11220,30.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298373707,2022-01-16,02:59:33.707,11221,31.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642298374722,2022-01-16,02:59:34.722,11222,31.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642298375691,2022-01-16,02:59:35.691,11223,34.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642298376690,2022-01-16,02:59:36.690,11224,43.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642298377721,2022-01-16,02:59:37.721,11225,52.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642298378690,2022-01-16,02:59:38.690,11226,52.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,99.0000
1642298379705,2022-01-16,02:59:39.705,11227,52.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,99.0000
1642298380721,2022-01-16,02:59:40.721,11228,56.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,99.0000
1642298381689,2022-01-16,02:59:41.689,11229,57.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,99.0000
1642298382705,2022-01-16,02:59:42.705,11230,61.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,99.0000
1642298383720,2022-01-16,02:59:43.720,11231,58.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642298384704,2022-01-16,02:59:44.704,11232,62.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642298385704,2022-01-16,02:59:45.704,11233,60.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642298386719,2022-01-16,02:59:46.719,11234,67.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642298387703,2022-01-16,02:59:47.703,11235,67.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642298388688,2022-01-16,02:59:48.688,11236,67.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298389703,2022-01-16,02:59:49.703,11237,62.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298390703,2022-01-16,02:59:50.703,11238,73.0000,1.0000,0.1000,0.1000,175.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298391687,2022-01-16,02:59:51.687,11239,73.0000,1.0000,0.1000,0.1000,175.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298392702,2022-01-16,02:59:52.702,11240,61.0000,1.0000,0.1000,0.1000,178.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298393686,2022-01-16,02:59:53.686,11241,70.0000,1.0000,0.1000,0.1000,178.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,99.0000
1642298394686,2022-01-16,02:59:54.686,11242,54.0000,1.0000,0.1000,0.1000,181.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,100.0000
1642298395686,2022-01-16,02:59:55.686,11243,54.0000,1.0000,0.1000,0.1000,181.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,100.0000
1642298396686,2022-01-16,02:59:56.686,11244,54.0000,1.0000,0.1000,0.1000,182.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,100.0000
1642298397701,2022-01-16,02:59:57.701,11245,54.0000,1.0000,0.1000,0.1000,182.0000,1.0000,1.0000,1.0000,1.0000,1.0000,174.0000,100.0000
1642298398717,2022-01-16,02:59:58.717,11246,54.0000,1.0000,0.1000,0.1000,182.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298399701,2022-01-16,02:59:59.701,11247,50.0000,1.0000,0.1000,0.1000,185.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298400700,2022-01-16,03:00:00.700,11248,63.0000,1.0000,0.1000,0.1000,185.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298401716,2022-01-16,03:00:01.716,11249,63.0000,1.0000,0.1000,0.1000,187.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298402684,2022-01-16,03:00:02.684,11250,76.0000,1.0000,0.1000,0.1000,187.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298403700,2022-01-16,03:00:03.700,11251,71.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,180.0000,100.0000
1642298404715,2022-01-16,03:00:04.715,11252,84.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298405684,2022-01-16,03:00:05.684,11253,75.0000,1.0000,0.1000,0.1000,189.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298406699,2022-01-16,03:00:06.699,11254,73.0000,1.0000,0.1000,0.1000,189.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298407714,2022-01-16,03:00:07.714,11255,76.0000,1.0000,0.1000,0.1000,190.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298408683,2022-01-16,03:00:08.683,11256,82.0000,1.0000,0.1000,0.1000,190.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298409698,2022-01-16,03:00:09.698,11257,78.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298410729,2022-01-16,03:00:10.729,11258,78.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298411698,2022-01-16,03:00:11.698,11259,65.0000,1.0000,0.1000,0.1000,192.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298412698,2022-01-16,03:00:12.698,11260,60.0000,1.0000,0.1000,0.1000,192.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298413682,2022-01-16,03:00:13.682,11261,60.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,,,,,
1642298413697,2022-01-16,03:00:13.697,11261,,,,,,,,1.0000,1.0000,1.0000,183.0000,100.0000
1642298414697,2022-01-16,03:00:14.697,11262,60.0000,1.0000,0.1000,0.1000,193.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298415697,2022-01-16,03:00:15.697,11263,65.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298416681,2022-01-16,03:00:16.681,11264,65.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298417696,2022-01-16,03:00:17.696,11265,51.0000,1.0000,0.1000,0.1000,188.0000,1.0000,1.0000,1.0000,1.0000,1.0000,183.0000,100.0000
1642298418712,2022-01-16,03:00:18.712,11266,50.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,100.0000
1642298419696,2022-01-16,03:00:19.696,11267,49.0000,1.0000,0.1000,0.1000,196.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,100.0000
1642298420696,2022-01-16,03:00:20.696,11268,52.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,100.0000
1642298421696,2022-01-16,03:00:21.696,11269,52.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,100.0000
1642298422695,2022-01-16,03:00:22.695,11270,55.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,186.0000,100.0000
1642298423695,2022-01-16,03:00:23.695,11271,55.0000,1.0000,0.1000,0.1000,191.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,100.0000
1642298424695,2022-01-16,03:00:24.695,11272,64.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,100.0000
1642298425710,2022-01-16,03:00:25.710,11273,64.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,100.0000
1642298426710,2022-01-16,03:00:26.710,11274,63.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,100.0000
1642298427694,2022-01-16,03:00:27.694,11275,66.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,188.0000,100.0000
1642298428710,2022-01-16,03:00:28.710,11276,69.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,193.0000,100.0000
1642298429694,2022-01-16,03:00:29.694,11277,68.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,193.0000,100.0000
1642298430693,2022-01-16,03:00:30.693,11278,68.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,193.0000,100.0000
1642298431709,2022-01-16,03:00:31.709,11279,68.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,193.0000,100.0000
1642298432693,2022-01-16,03:00:32.693,11280,68.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,193.0000,100.0000
1642298433693,2022-01-16,03:00:33.693,11281,68.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298434708,2022-01-16,03:00:34.708,11282,64.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298435692,2022-01-16,03:00:35.692,11283,60.0000,1.0000,0.1000,0.1000,197.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298436692,2022-01-16,03:00:36.692,11284,60.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298437707,2022-01-16,03:00:37.707,11285,55.0000,1.0000,0.1000,0.1000,199.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298438692,2022-01-16,03:00:38.692,11286,50.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298439691,2022-01-16,03:00:39.691,11287,50.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
1642298440691,2022-01-16,03:00:40.691,11288,46.0000,1.0000,0.1000,0.1000,201.0000,1.0000,1.0000,1.0000,1.0000,1.0000,192.0000,100.0000
