Time [ms],Date,Time,Rel.Time [s],Infinity|RESP.RR [BREATHS_PER_MIN],Infinity|ECG.PVC_RATE [BEATS_PER_MIN],Infinity|ECG.ST_LEAD_DERIVED_V5 [MM],Infinity|ECG.ST_LEAD_DERIVED_V2 [MM],Infinity|ECG.HR [BEATS_PER_MIN],Infinity|ECG.PP [PERCENT],Infinity|ECG.ARR [BEATS_PER_MIN],Infinity|NIBP.SYSTOLIC [MMHG],Infinity|NIBP.MEAN [MMHG],Infinity|NIBP.DIASTOLIC [MMHG],Infinity|SPO2.Pr [BEATS_PER_MIN],Infinity|SPO2.SATURATION [PERCENT]
1642287784541,2022-01-16,00:03:04.541,632,68.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,97.0000
1642287785541,2022-01-16,00:03:05.541,633,75.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,97.0000
1642287786556,2022-01-16,00:03:06.556,634,79.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,97.0000
1642287787571,2022-01-16,00:03:07.571,635,86.0000,1.0000,0.1000,0.1000,160.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,97.0000
1642287788555,2022-01-16,00:03:08.555,636,89.0000,1.0000,0.1000,0.1000,160.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,97.0000
1642287789555,2022-01-16,00:03:09.555,637,89.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287790571,2022-01-16,00:03:10.571,638,89.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287791555,2022-01-16,00:03:11.555,639,89.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287792555,2022-01-16,00:03:12.555,640,79.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287793570,2022-01-16,00:03:13.570,641,73.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287794554,2022-01-16,00:03:14.554,642,73.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642287795554,2022-01-16,00:03:15.554,643,64.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642287796585,2022-01-16,00:03:16.585,644,73.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642287797553,2022-01-16,00:03:17.553,645,63.0000,1.0000,0.1000,0.1000,174.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642287798553,2022-01-16,00:03:18.553,646,66.0000,1.0000,0.1000,0.1000,174.0000,1.0000,1.0000,1.0000,1.0000,1.0000,160.0000,99.0000
1642287799569,2022-01-16,00:03:19.569,647,66.0000,1.0000,0.1000,0.1000,174.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287800553,2022-01-16,00:03:20.553,648,63.0000,1.0000,0.1000,0.1000,174.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287801552,2022-01-16,00:03:21.552,649,63.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287802552,2022-01-16,00:03:22.552,650,63.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287803552,2022-01-16,00:03:23.552,651,58.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287804552,2022-01-16,00:03:24.552,652,58.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,99.0000
1642287805551,2022-01-16,00:03:25.551,653,53.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,99.0000
1642287806551,2022-01-16,00:03:26.551,654,53.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,99.0000
1642287807551,2022-01-16,00:03:27.551,655,43.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,99.0000
1642287808551,2022-01-16,00:03:28.551,656,43.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,99.0000
1642287809551,2022-01-16,00:03:29.551,657,39.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287810550,2022-01-16,00:03:30.550,658,39.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287811550,2022-01-16,00:03:31.550,659,39.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287812550,2022-01-16,00:03:32.550,660,42.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287813550,2022-01-16,00:03:33.550,661,42.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287814581,2022-01-16,00:03:34.581,662,47.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287815549,2022-01-16,00:03:35.549,663,54.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287816549,2022-01-16,00:03:36.549,664,54.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287817580,2022-01-16,00:03:37.580,665,59.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287818548,2022-01-16,00:03:38.548,666,58.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287819548,2022-01-16,00:03:39.548,667,67.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287820579,2022-01-16,00:03:40.579,668,69.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287821548,2022-01-16,00:03:41.548,669,79.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287822563,2022-01-16,00:03:42.563,670,81.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287823578,2022-01-16,00:03:43.578,671,84.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287824547,2022-01-16,00:03:44.547,672,85.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287825562,2022-01-16,00:03:45.562,673,85.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287826547,2022-01-16,00:03:46.547,674,83.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287827562,2022-01-16,00:03:47.562,675,78.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287828562,2022-01-16,00:03:48.562,676,73.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287829546,2022-01-16,00:03:49.546,677,69.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287830546,2022-01-16,00:03:50.546,678,65.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287831561,2022-01-16,00:03:51.561,679,63.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287832545,2022-01-16,00:03:52.545,680,63.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,98.0000
1642287833561,2022-01-16,00:03:53.561,681,64.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,98.0000
1642287834545,2022-01-16,00:03:54.545,682,68.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,98.0000
1642287835544,2022-01-16,00:03:55.544,683,71.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,98.0000
1642287836560,2022-01-16,00:03:56.560,684,71.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,98.0000
1642287837544,2022-01-16,00:03:57.544,685,70.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,99.0000
1642287838559,2022-01-16,00:03:58.559,686,71.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,99.0000
1642287839559,2022-01-16,00:03:59.559,687,68.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,99.0000
1642287840543,2022-01-16,00:04:00.543,688,61.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,99.0000
1642287841559,2022-01-16,00:04:01.559,689,61.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,99.0000
1642287842543,2022-01-16,00:04:02.543,690,56.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,99.0000
1642287843558,2022-01-16,00:04:03.558,691,55.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,99.0000
1642287844574,2022-01-16,00:04:04.574,692,54.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,99.0000
1642287845558,2022-01-16,00:04:05.558,693,56.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,99.0000
1642287846557,2022-01-16,00:04:06.557,694,56.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,99.0000
1642287847557,2022-01-16,00:04:07.557,695,60.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,99.0000
1642287848541,2022-01-16,00:04:08.541,696,64.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,99.0000
1642287849557,2022-01-16,00:04:09.557,697,65.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,99.0000
1642287850557,2022-01-16,00:04:10.557,698,66.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,,,
1642287850572,2022-01-16,00:04:10.572,698,,,,,,,,,,1.0000,150.0000,99.0000
1642287851541,2022-01-16,00:04:11.541,699,69.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,99.0000
1642287852556,2022-01-16,00:04:12.556,700,72.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642287853571,2022-01-16,00:04:13.571,701,69.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642287854540,2022-01-16,00:04:14.540,702,68.0000,,,,,,,,,,,
1642287854556,2022-01-16,00:04:14.556,702,,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642287855555,2022-01-16,00:04:15.555,703,65.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642287856571,2022-01-16,00:04:16.571,704,68.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,151.0000,98.0000
1642287857539,2022-01-16,00:04:17.539,705,71.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,98.0000
1642287858555,2022-01-16,00:04:18.555,706,71.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,98.0000
1642287859554,2022-01-16,00:04:19.554,707,73.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,98.0000
1642287860539,2022-01-16,00:04:20.539,708,73.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,98.0000
1642287861554,2022-01-16,00:04:21.554,709,73.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,98.0000
1642287862554,2022-01-16,00:04:22.554,710,75.0000,1.0000,0.1000,0.1000,154.0000,1.0000,1.0000,1.0000,1.0000,1.0000,153.0000,98.0000
1642287863538,2022-01-16,00:04:23.538,711,74.0000,1.0000,0.1000,0.1000,154.0000,1.0000,1.0000,1.0000,1.0000,1.0000,153.0000,98.0000
1642287864553,2022-01-16,00:04:24.553,712,72.0000,1.0000,0.1000,0.1000,154.0000,1.0000,1.0000,1.0000,1.0000,1.0000,153.0000,98.0000
1642287865553,2022-01-16,00:04:25.553,713,72.0000,1.0000,0.1000,0.1000,154.0000,1.0000,1.0000,1.0000,1.0000,1.0000,153.0000,98.0000
1642287866553,2022-01-16,00:04:26.553,714,77.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,153.0000,98.0000
1642287867553,2022-01-16,00:04:27.553,715,81.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,154.0000,98.0000
1642287868552,2022-01-16,00:04:28.552,716,81.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,154.0000,98.0000
1642287869552,2022-01-16,00:04:29.552,717,88.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,154.0000,98.0000
1642287870552,2022-01-16,00:04:30.552,718,88.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,154.0000,98.0000
1642287871567,2022-01-16,00:04:31.567,719,88.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,154.0000,98.0000
1642287872551,2022-01-16,00:04:32.551,720,94.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,98.0000
1642287873551,2022-01-16,00:04:33.551,721,91.0000,1.0000,0.1000,0.1000,161.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,98.0000
1642287874567,2022-01-16,00:04:34.567,722,83.0000,1.0000,0.1000,0.1000,161.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,98.0000
1642287875551,2022-01-16,00:04:35.551,723,83.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,98.0000
1642287876550,2022-01-16,00:04:36.550,724,72.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,156.0000,98.0000
1642287877566,2022-01-16,00:04:37.566,725,66.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,98.0000
1642287878550,2022-01-16,00:04:38.550,726,66.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,98.0000
1642287879550,2022-01-16,00:04:39.550,727,71.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,98.0000
1642287880581,2022-01-16,00:04:40.581,728,66.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,98.0000
1642287881549,2022-01-16,00:04:41.549,729,66.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,98.0000
1642287882549,2022-01-16,00:04:42.549,730,62.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,161.0000,98.0000
1642287883580,2022-01-16,00:04:43.580,731,62.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,161.0000,98.0000
1642287884549,2022-01-16,00:04:44.549,732,56.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,161.0000,98.0000
1642287885564,2022-01-16,00:04:45.564,733,51.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,161.0000,98.0000
1642287886548,2022-01-16,00:04:46.548,734,51.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,161.0000,98.0000
1642287887548,2022-01-16,00:04:47.548,735,51.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,98.0000
1642287888548,2022-01-16,00:04:48.548,736,51.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,98.0000
1642287889547,2022-01-16,00:04:49.547,737,51.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,98.0000
1642287890547,2022-01-16,00:04:50.547,738,42.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,98.0000
1642287891547,2022-01-16,00:04:51.547,739,42.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,98.0000
1642287892547,2022-01-16,00:04:52.547,740,39.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287893546,2022-01-16,00:04:53.546,741,39.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287894546,2022-01-16,00:04:54.546,742,39.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287895562,2022-01-16,00:04:55.562,743,39.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287896546,2022-01-16,00:04:56.546,744,41.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287897546,2022-01-16,00:04:57.546,745,42.0000,1.0000,0.1000,0.1000,155.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287898577,2022-01-16,00:04:58.577,746,49.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287899545,2022-01-16,00:04:59.545,747,49.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287900545,2022-01-16,00:05:00.545,748,49.0000,1.0000,0.1000,,,,,,,,,
1642287900560,2022-01-16,00:05:00.560,748,,,,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287901576,2022-01-16,00:05:01.576,749,52.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,99.0000
1642287902544,2022-01-16,00:05:02.544,750,61.0000,1.0000,0.1000,0.1000,161.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,100.0000
1642287903560,2022-01-16,00:05:03.560,751,61.0000,1.0000,0.1000,0.1000,161.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,100.0000
1642287904575,2022-01-16,00:05:04.575,752,61.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,100.0000
1642287905559,2022-01-16,00:05:05.559,753,57.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,100.0000
1642287906559,2022-01-16,00:05:06.559,754,68.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,157.0000,100.0000
1642287907574,2022-01-16,00:05:07.574,755,67.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,100.0000
1642287908559,2022-01-16,00:05:08.559,756,71.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,100.0000
1642287909558,2022-01-16,00:05:09.558,757,67.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,100.0000
1642287910542,2022-01-16,00:05:10.542,758,63.0000,,,,,,,,,,,
1642287910558,2022-01-16,00:05:10.558,758,,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,100.0000
1642287911558,2022-01-16,00:05:11.558,759,63.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,162.0000,100.0000
1642287912558,2022-01-16,00:05:12.558,760,59.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287913557,2022-01-16,00:05:13.557,761,59.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287914557,2022-01-16,00:05:14.557,762,58.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287915557,2022-01-16,00:05:15.557,763,58.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287916557,2022-01-16,00:05:16.557,764,57.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287917556,2022-01-16,00:05:17.556,765,60.0000,1.0000,0.1000,0.1000,157.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287918556,2022-01-16,00:05:18.556,766,60.0000,1.0000,0.1000,0.1000,157.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287919556,2022-01-16,00:05:19.556,767,60.0000,1.0000,0.1000,0.1000,157.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287920556,2022-01-16,00:05:20.556,768,68.0000,1.0000,0.1000,0.1000,157.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287921556,2022-01-16,00:05:21.556,769,71.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287922571,2022-01-16,00:05:22.571,770,74.0000,1.0000,0.1000,0.1000,158.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287923555,2022-01-16,00:05:23.555,771,76.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287924555,2022-01-16,00:05:24.555,772,69.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287925570,2022-01-16,00:05:25.570,773,65.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287926554,2022-01-16,00:05:26.554,774,65.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287927554,2022-01-16,00:05:27.554,775,65.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287928570,2022-01-16,00:05:28.570,776,63.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287929554,2022-01-16,00:05:29.554,777,63.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287930553,2022-01-16,00:05:30.553,778,58.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287931569,2022-01-16,00:05:31.569,779,54.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,163.0000,100.0000
1642287932553,2022-01-16,00:05:32.553,780,53.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,100.0000
1642287933553,2022-01-16,00:05:33.553,781,51.0000,1.0000,0.1000,0.1000,159.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,100.0000
1642287934568,2022-01-16,00:05:34.568,782,51.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,100.0000
1642287935552,2022-01-16,00:05:35.552,783,48.0000,1.0000,0.1000,0.1000,156.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,100.0000
1642287936536,2022-01-16,00:05:36.536,784,48.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,100.0000
1642287937552,2022-01-16,00:05:37.552,785,51.0000,1.0000,0.1000,0.1000,153.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287938552,2022-01-16,00:05:38.552,786,51.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287939551,2022-01-16,00:05:39.551,787,56.0000,1.0000,0.1000,0.1000,152.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287940551,2022-01-16,00:05:40.551,788,59.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287941551,2022-01-16,00:05:41.551,789,59.0000,1.0000,0.1000,0.1000,151.0000,1.0000,1.0000,1.0000,1.0000,1.0000,158.0000,100.0000
1642287942551,2022-01-16,00:05:42.551,790,59.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,100.0000
1642287943550,2022-01-16,00:05:43.550,791,59.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,100.0000
1642287944550,2022-01-16,00:05:44.550,792,59.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,100.0000
1642287945550,2022-01-16,00:05:45.550,793,57.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,100.0000
1642287946581,2022-01-16,00:05:46.581,794,57.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,152.0000,100.0000
